;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
2324;2325;Mixed Matches;Opium;25 September 2020;Cloud Rap, Trap, Ambient Pop;3.36;249;1
2325;2326;Deca;The Ocean;23 September 2013;Conscious Hip Hop, Abstract Hip Hop;3.57;192;1
2326;2327;Frankie Hi-Nrg Mc;La morte dei miracoli;1998;Conscious Hip Hop, Jazz Rap;3.43;238;4
2327;2328;Tony 2Milli;Il vero album;16 December 2022;Plugg, Trap;3.64;166;5
2328;2329;Flatbush Zombies;3001: A Laced Odyssey;11 March 2016;East Coast Hip Hop, Abstract Hip Hop, Cloud Rap;3.13;2,700;15
2329;2330;New Sylveon;Moth Avenue;22 February 2019;Experimental Hip Hop, Alternative R&B, Cloud Rap;3.13;620;2
2330;2331;Necro;I Need Drugs;7 November 2000;Horrorcore, East Coast Hip Hop, Boom Bap;3.13;641;14
2331;2332;Cartier'GOD;Midnight Society;14 September 2022;Cloud Rap, Plugg, Southern Hip Hop;3.57;186;3
2332;2333;Lil B;Rain in England;20 September 2010;Ambient, New Age, Spoken Word;3.09;1,282;26
2333;2334;Clams Casino;Moon Trip Radio;7 November 2019;Instrumental Hip Hop, Cloud Rap;3.15;772;3
2334;2335;El-P;Weareallgoingtoburninhellmegamixxx3;3 August 2010;Instrumental Hip Hop, Experimental Hip Hop;3.17;349;2
2335;2336;Cakes da Killa;Hedonism;21 October 2016;Hip House, Hardcore Hip Hop, East Coast Hip Hop;3.16;295;1
2336;2337;Ice-T;Rhyme Pays;4 November 1987;West Coast Hip Hop, Gangsta Rap, Mid-School Hip Hop;3.15;694;23
2337;2338;AZ;Aziatic;11 June 2002;East Coast Hip Hop, Hardcore Hip Hop, Boom Bap;3.15;379;17
2338;2339;Pyhimys;Paranoid;26 October 2011;Conscious Hip Hop, Abstract Hip Hop;3.62;175;
2339;2340;DUCKWRTH;SuperGood;21 August 2020;Pop Rap, Neo-Soul;3.16;412;2
2340;2341;Westside Gunn;Who Made the Sunshine;2 October 2020;East Coast Hip Hop, Hardcore Hip Hop;3.13;1,822;12
2341;2342;Diddy - Dirty Money;Last Train to Paris;14 December 2010;Pop Rap, Contemporary R&B, East Coast Hip Hop;3.11;397;6
2342;2343;Roots Manuva;Dub Come Save Me;8 July 2002;UK Hip Hop, Dub;3.35;302;6
2343;2344;Noname;Sundial;11 August 2023;Jazz Rap, Conscious Hip Hop, Political Hip Hop;3.10;2,875;52
2344;2345;Snoop Dogg;Tha Blue Carpet Treatment;21 November 2006;West Coast Hip Hop, Gangsta Rap;3.13;1,303;33
2345;2346;Murubutu;L'uomo che viaggiava nel vento e altri racconti di brezze e correnti;14 October 2016;Hip Hop, Conscious Hip Hop;3.32;243;1
2346;2347;Ceschi;Broken Bone Ballads;6 April 2015;Abstract Hip Hop, East Coast Hip Hop;3.24;262;1
2347;2348;NAH;Woe;13 August 2014;Industrial Hip Hop, Instrumental Hip Hop;3.32;245;1
2348;2349;Quadeca;From Me to You;30 March 2021;Experimental Hip Hop, Emo Rap;3.12;1,824;23
2349;2350;Your Old Droog;Yod Stewart;27 May 2022;East Coast Hip Hop, Jazz Rap;3.15;441;2
2350;2351;Slum Village;Detroit Deli (A Taste of Detroit);29 June 2004;Hip Hop;3.16;350;8
2351;2352;Nekfeu;Cyborg;1 December 2016;French Hip Hop, Pop Rap, Conscious Hip Hop;3.19;285;1
2352;2353;Oh No;Dr. No's Ethiopium;13 September 2009;Instrumental Hip Hop;3.39;239;13
2353;2354;City Girl;Neon Impasse;2 July 2018;Lo-Fi Hip Hop;3.14;423;1
2354;2355;Oddisee;The Beauty in All;1 October 2013;Instrumental Hip Hop;3.35;240;3
2355;2356;The Bug;Tapping the Conversation;1998;Industrial Hip Hop, Instrumental Hip Hop, Illbient;3.16;303;1
2356;2357;Madlib;Madlib Medicine Show: No. 1 - Before the Verdict;21 December 2009;Hardcore Hip Hop, Hip Hop;3.16;318;10
2357;2358;blackwinterwells;Seraph;29 April 2020;Cloud Rap, Emo Rap;3.17;278;2
2358;2359;Erik Truffaz;The Dawn;March 1998;Nu Jazz, Jazz Rap, Post-Bop;3.51;199;1
2359;2360;Saint Jhn;Collection One;30 March 2018;Alternative R&B, Trap;3.14;474;1
2360;2361;03 Greedo;God Level;27 June 2018;West Coast Hip Hop, Trap;3.13;385;4
2361;2362;Killer Mike;PL3DGE;17 May 2011;Southern Hip Hop, Political Hip Hop;3.15;401;9
2362;2363;The Alchemist;1st Infantry;29 June 2004;Boom Bap, Gangsta Rap, West Coast Hip Hop;3.15;372;7
2363;2364;Erick Sermon;Double or Nothing;7 November 1995;East Coast Hip Hop, Boom Bap;3.45;215;8
2364;2365;YG;My Krazy Life;18 March 2014;Gangsta Rap, West Coast Hip Hop, Ratchet Music;3.12;2,403;28
2365;2366;Mariah the Scientist;Ry Ry World;9 July 2021;Alternative R&B, Trap Soul;3.15;325;4
2366;2367;$uicideboy$;I Want to Die in New Orleans;7 September 2018;Trap, Southern Hip Hop;3.10;3,189;20
2367;2368;Common;The Dreamer / The Believer;20 December 2011;Conscious Hip Hop, Experimental Hip Hop;3.14;825;18
2368;2369;Sage Francis;Li(f)e;11 May 2010;East Coast Hip Hop, Conscious Hip Hop;3.13;338;10
2369;2370;Daniel Son & Futurewave;Son Tzu & the Wav.God;1 January 2022;Hardcore Hip Hop;3.14;481;8
2370;2371;Audrey Nuna;A Liquid Breakfast;21 May 2021;Trap, Contemporary R&B;3.14;483;3
2371;2372;Army of the Pharaohs;Ritual of Battle;25 September 2007;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.12;492;9
2372;2373;Womack - Da Omen;Book of da Dead;1996;Memphis Rap, Horrorcore, Southern Hip Hop;3.41;214;2
2373;2374;CapaRezza;Le dimensioni del mio caos;11 April 2008;Rap Rock, Hip Hop, Conscious Hip Hop;3.11;553;6
2374;2375;Above the Law;Black Mafia Life;2 February 1993;West Coast Hip Hop, G-Funk, Gangsta Rap;3.24;273;12
2375;2376;spira me;Blossom;31 December 2020;Cloud Rap, Pop Rap;3.46;213;
2376;2377;The Gaslamp Killer;Breakthrough;18 September 2012;Instrumental Hip Hop, Experimental Hip Hop;3.13;675;7
2377;2378;38 Spesh;Speshal Machinery;8 September 2023;East Coast Hip Hop, Hardcore Hip Hop;3.15;349;2
2378;2379;Louis Logic;Sin-A-Matic;15 July 2003;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.39;250;12
2379;2380;M-Flo;Expo Expo;28 March 2001;Japanese Hip Hop, Electropop, Pop Rap;3.61;183;1
2380;2381;;Mac Dre Presents the Rompalation;10 December 1996;Mobb Music, West Coast Hip Hop, Gangsta Rap;3.79;141;2
2381;2382;8Ball & MJG;On the Outside Looking In;20 May 1994;Southern Hip Hop, Gangsta Rap, G-Funk;3.24;285;10
2382;2383;Rancore;Musica per bambini;1 June 2018;Conscious Hip Hop;3.35;232;2
2383;2384;Big K.R.I.T.;Cadillactica;11 November 2014;Southern Hip Hop;3.13;1,643;11
2384;2385;dvsn;Sept. 5th;27 March 2016;Alternative R&B, Trap Soul;3.11;1,142;11
2385;2386;Eevil Stöö;Iso vauva Jeesus;5 February 2016;Cloud Rap, Trap;3.11;394;4
2386;2387;Tha God Fahim;Chess Moves;20 January 2023;Boom Bap;3.15;302;
2387;2388;DJ Lescalleet;This Is What I Do - Volume 11;28 July 2015;Chopped and Screwed, Tape Music;3.34;217;1
2388;2389;People Under the Stairs;12 Step Program;6 May 2014;Boom Bap, West Coast Hip Hop, Jazz Rap;3.36;219;5
2389;2390;Cormega;The Testament;22 February 2005;East Coast Hip Hop, Hardcore Hip Hop;3.46;249;8
2390;2391;Rancore;Silenzio;16 October 2012;Conscious Hip Hop;3.56;188;
2391;2392;Rojuu;Kor Kor Lake;4 February 2022;Emo Rap, Indie Pop;3.13;332;1
2392;2393;O.S.T.R.;Ja tu tylko sprzątam;22 February 2008;Hip Hop, Boom Bap;3.15;425;5
2393;2394;L.L. Cool J;Walking With a Panther;26 May 1989;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.12;499;17
2394;2395;Mad Moon;Mad Space;27 December 2019;East Coast Hip Hop, Abstract Hip Hop;3.71;163;1
2395;2396;RSPC;Le cafard;26 November 2016;Abstract Hip Hop, Experimental Hip Hop;3.73;151;1
2396;2397;T.I.;Urban Legend;30 November 2004;Southern Hip Hop, Gangsta Rap;3.13;762;19
2397;2398;O.S.T.R.;Jazzurekcja;18 November 2004;Hip Hop, Jazz Rap;3.30;339;2
2398;2399;Wugazi;13 Chambers;13 July 2011;Mashup, Hardcore Hip Hop;3.11;516;6
2399;2400;Nyck Caution;Nyck @ Knight;21 July 2017;East Coast Hip Hop;3.17;297;3
2400;2401;Kool Moe Dee;How Ya Like Me Now;November 1987;East Coast Hip Hop, Boom Bap, Mid-School Hip Hop;3.13;321;12
2401;2402;Dabrye;Two/Three;13 June 2006;Experimental Hip Hop;3.25;286;6
2402;2403;D.R.A.M.;Big Baby D.R.A.M.;21 October 2016;Alternative R&B, Trap, Pop Rap;3.11;1,663;11
2403;2404;Jonwayne;Rap Album One;29 October 2013;Abstract Hip Hop, West Coast Hip Hop;3.14;425;4
2404;2405;RXKNephew;Life After Neph;17 November 2023;East Coast Hip Hop, Gangsta Rap, Trap;3.42;213;3
2405;2406;k-os;Exit;26 March 2002;Conscious Hip Hop;3.45;264;18
2406;2407;Lil Keed;Long Live Mexico;14 June 2019;Trap, Southern Hip Hop;3.12;618;3
2407;2408;Whodini;Whodini;13 October 1983;East Coast Hip Hop, Electro;3.13;314;12
2408;2409;AZ;A.W.O.L;6 September 2005;East Coast Hip Hop, Hardcore Hip Hop;3.25;330;16
2409;2410;Kamau;Non Ducor Duco;4 August 2008;Conscious Hip Hop;3.89;130;
2410;2411;Urias;FÚRIA;13 January 2022;Pop Rap;3.19;261;2
2411;2412;Lil Ramsey;Goin Undacova;1994;Memphis Rap, Southern Hip Hop;3.39;215;3
2412;2413;BBY KODIE;Vogue;31 October 2019;Trap, Southern Hip Hop;3.39;230;1
2413;2414;Beanie Sigel;The Truth;29 February 2000;East Coast Hip Hop, Gangsta Rap;3.17;319;14
2414;2415;Tommy Genesis;Tommy Genesis;9 November 2018;Trap;3.12;803;1
2415;2416;Rural Internet;Shopping Music;1 January 2020;Art Rock, Experimental Hip Hop, Experimental Rock;3.12;327;5
2416;2417;Busdriver;Jhelli Beam;9 June 2009;West Coast Hip Hop, Abstract Hip Hop, Experimental Hip Hop;3.12;353;8
2417;2418;Tom Skee Mask;N---as Watch Your Back Gonna Make Changes;1996;Memphis Rap, Southern Hip Hop;3.47;213;
2418;2419;Talib Kweli;The Beautiful Struggle;28 September 2004;East Coast Hip Hop, Conscious Hip Hop;3.12;795;21
2419;2420;MadeinTYO;Yokohama;10 December 2021;Rage, Pop Rap, Trap;3.18;294;1
2420;2421;Felt;Felt 3: A Tribute to Rosie Perez;17 November 2009;Hip Hop, Hardcore Hip Hop;3.32;248;13
2421;2422;Uochi Toki;Laze biose;February 2006;Industrial Hip Hop, Experimental Hip Hop;3.33;264;4
2422;2423; Skryptonite [Скриптонит];Уроборос: Зеркала;16 December 2017;Trap, Conscious Hip Hop;3.32;239;
2423;2424;Casper;Lang lebe der Tod;1 September 2017;Rap Rock, Industrial Hip Hop;3.33;217;
2424;2425;Meechy Darko;Gothic Luxury;26 August 2022;East Coast Hip Hop;3.13;442;3
2425;2426;The Perceptionists;Black Dialogue;22 March 2005;East Coast Hip Hop;3.50;221;11
2426;2427;SonnyJim;White Girl Wasted;6 September 2022;UK Hip Hop;3.27;236;5
2427;2428;A Tribe Called Quest;The Love Movement;29 September 1998;East Coast Hip Hop;3.10;3,448;42
2428;2429;Karriem Riggins;Headnod Suite;24 February 2017;Instrumental Hip Hop;3.19;266;4
2429;2430;Millennium Parade;The Millennium Parade;10 February 2021;Pop Rap, Art Pop;3.41;211;1
2430;2431;Craig Mack;Project: Funk da World;28 October 1994;East Coast Hip Hop, Boom Bap;3.13;314;11
2431;2432;Tech N9ne;Anghellic;28 August 2001;Hardcore Hip Hop, Horrorcore;3.09;458;11
2432;2433;Mndsgn;Snaxx;14 June 2019;Wonky, Downtempo, Instrumental Hip Hop;3.29;241;2
2433;2434;MC 900 Ft Jesus;One Step Ahead of the Spider;28 June 1994;Acid Jazz, Trip Hop, Abstract Hip Hop;3.40;215;3
2434;2435;Kaos One;kARMA;2007;Hardcore Hip Hop;3.50;222;1
2435;2436;Eazy-E;Str8 Off tha Streetz of Muthaphukkin Compton;30 January 1996;Gangsta Rap, West Coast Hip Hop;3.10;730;14
2436;2437;Mystikal;Unpredictable;11 November 1997;Dirty South, Southern Hip Hop, Hardcore Hip Hop;3.24;278;9
2437;2438;Young Jeezy;The Recession;2 September 2008;Southern Hip Hop, Trap, Gangsta Rap;3.10;595;12
2438;2439;Paavoharju;Joko sinä tulet tänne alas tai minä nousen sinne;18 October 2013;Experimental Hip Hop, Psychedelic Folk;3.11;473;6
2439;2440;Heltah Skeltah;Magnum Force;13 October 1998;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.31;270;9
2440;2441;Mac Dre;Young Black Brotha: The Album;29 November 1993;West Coast Hip Hop, Mobb Music, Gangsta Rap;3.37;229;8
2441;2442;Boot Camp Clik;The Last Stand;18 July 2006;East Coast Hip Hop, Boom Bap;3.37;269;7
2442;2443;Ludacris;Incognegro;16 May 2000;Southern Hip Hop, Dirty South;3.11;575;23
2443;2444;Lil Uzi Vert;Eternal Atake (Deluxe): LUV vs. the World 2;13 March 2020;Trap, Pop Rap;3.07;6,035;31
2444;2445;Dr. Dre;Compton;7 August 2015;West Coast Hip Hop, Gangsta Rap;3.08;4,075;48
2445;2446;Viktor Vaughn;(VV:2) Venomous Villain;3 August 2004;East Coast Hip Hop, Abstract Hip Hop, Experimental Hip Hop;3.11;1,873;24
2446;2447;Immortal Technique;Revolutionary Vol. 1;14 September 2001;Political Hip Hop, East Coast Hip Hop, Hardcore Hip Hop;3.06;1,567;39
2447;2448;Black Noi$e;Oblivion;14 August 2020;Experimental Hip Hop;3.11;729;3
2448;2449;Conway the Machine;Look What I Became;13 September 2019;East Coast Hip Hop, Hardcore Hip Hop, Gangsta Rap;3.12;664;3
2449;2450;Aesop Rock;Music for Earthworms;1998;Abstract Hip Hop, East Coast Hip Hop;3.11;785;16
2450;2451;J Hus;Common Sense;12 May 2017;UK Hip Hop, Afroswing, Pop Rap;3.10;617;1
2451;2452;7 Days of Funk;7 Days of Funk;10 December 2013;G-Funk, Synth Funk, West Coast Hip Hop;3.11;487;7
2452;2453;$PIRIT GURLZ;NVR;24 March 2020;Cloud Rap, HexD, Emo Rap;3.10;401;
2453;2454;Jeremiah Jae;Raw Money Raps;23 July 2012;Abstract Hip Hop, Experimental Hip Hop, Wonky;3.24;272;3
2454;2455;Ramirez;Son of Serpentine;29 April 2019;West Coast Hip Hop, Trap, Hardcore Hip Hop;3.32;242;3
2455;2456;Epik High;신발장 (Shoebox);21 October 2014;Hip Hop;3.43;231;
2456;2457;Rav;B-Sides & Rarities Vol.3;24 January 2016;Experimental Hip Hop, Abstract Hip Hop;3.57;201;3
2457;2458; Balming Tiger [바밍 타이거];January Never Dies;19 October 2023;Experimental Hip Hop, Alternative Rock;3.63;176;2
2458;2459;The Roots;...And Then You Shoot Your Cousin;20 May 2014;Conscious Hip Hop, East Coast Hip Hop;3.09;1,582;29
2459;2460;Bone Thugs-n-Harmony;The Art of War;5 August 1997;Hip Hop, Hardcore Hip Hop;3.10;528;21
2460;2461;Orelsan;La fête est finie;20 October 2017;French Hip Hop, Pop Rap;3.07;419;3
2461;2462;De La Soul;AOI: Bionix;4 December 2001;Conscious Hip Hop, East Coast Hip Hop;3.11;825;22
2462;2463;Ricky Eat Acid;Haunt U Forever;31 March 2011;Instrumental Hip Hop;3.11;565;7
2463;2464;LL Cool J;Mr. Smith;21 November 1995;East Coast Hip Hop, Pop Rap;3.10;410;14
2464;2465;Special Ed;Youngest in Charge;16 May 1989;East Coast Hip Hop, Boom Bap;3.32;227;11
2465;2466;Guilty Simpson;OJ Simpson;29 March 2010;Hardcore Hip Hop, Experimental Hip Hop;3.10;456;28
2466;2467;M¥SS KETA;UNA VITA IN CAPSLOCK;20 April 2018;Hip House, Experimental Hip Hop;3.09;326;1
2467;2468;Yung Buda;True Religion;6 December 2019;Trap, Cloud Rap;3.31;238;1
2468;2469;Sixtoo;Chewing on Glass & Other Miracle Cures;May 2004;Instrumental Hip Hop;3.42;232;4
2469;2470;Future;Future Hndrxx Presents: The WIZRD;18 January 2019;Trap, Southern Hip Hop;3.07;4,123;23
2470;2471;Watsky;x Infinity;19 August 2016;Pop Rap, West Coast Hip Hop, Conscious Hip Hop;3.08;349;7
2471;2472;Dead Prez;RBG (Revolutionary But Gangsta);30 March 2004;Political Hip Hop, Conscious Hip Hop, Southern Hip Hop;3.19;336;12
2472;2473;RM;Indigo;2 December 2022;Contemporary R&B, Pop Rap;3.10;557;8
2473;2474;Monday Night;Good Company;1 January 2023;East Coast Hip Hop, Abstract Hip Hop;3.18;272;7
2474;2475;DJ Muggs;Soul Assassins: Dia del Asesinato;10 August 2018;Hardcore Hip Hop;3.29;233;5
2475;2476;Rich Brian;The Sailor;26 July 2019;Pop Rap;3.09;2,647;21
2476;2477;Bad Bunny;El último tour del mundo;27 November 2020;Pop Rap, Trap, Trap latino;3.07;2,218;16
2477;2478;Kokane;Funk Upon a Rhyme;12 April 1994;West Coast Hip Hop, G-Funk;3.38;211;13
2478;2479;Qwel & Maker;Beautiful Raw;7 May 2013;Hip Hop, Boom Bap;3.47;189;8
2479;2480;The Underachievers;Renaissance;19 May 2017;East Coast Hip Hop, Cloud Rap;3.12;535;6
2480;2481;nothing,nowhere.;Reaper;20 October 2017;Emo Rap, Alternative R&B;3.09;449;8
2481;2482;Dabrye;Three / Three;23 February 2018;Abstract Hip Hop, Boom Bap;3.12;367;2
2482;2483;Zion I;True & Livin';19 April 2005;West Coast Hip Hop, Conscious Hip Hop;3.52;224;5
2483;2484;Rome Streetz;Kontraband;18 November 2020;East Coast Hip Hop, Hardcore Hip Hop;3.57;171;3
2484;2485;Friendzone;Collection III;30 October 2023;Instrumental Hip Hop, Cloud Rap;3.78;144;1
2485;2486;GoldLink;At What Cost;24 March 2017;East Coast Hip Hop;3.10;1,203;4
2486;2487;Antwon;End of Earth;2 August 2012;Cloud Rap, West Coast Hip Hop;3.10;489;3
2487;2488;Master P;Ghetto D;2 September 1997;Dirty South, Gangsta Rap, Southern Hip Hop;3.09;444;17
2488;2489;MC Yallah;Yallah Beibe;14 April 2023;Conscious Hip Hop, Hardcore Hip Hop;3.23;242;1
2489;2490;Kid Koala;Some of My Best Friends Are DJs;7 October 2003;Turntablism, Instrumental Hip Hop;3.10;753;12
2490;2491;Legendarny Afrojax;Przecież ostrzegałem;21 July 2015;Abstract Hip Hop, Comedy Rap;3.39;205;2
2491;2492;Sam the Kid;Pratica(mente);12 December 2006;Conscious Hip Hop, Boom Bap;3.88;137;3
2492;2493;Kreayshawn;Somethin 'Bout Kreay;18 September 2012;Pop Rap, West Coast Hip Hop;3.04;880;11
2493;2494;Raekwon;Shaolin vs. Wu-Tang;8 March 2011;East Coast Hip Hop, Hardcore Hip Hop, Boom Bap;3.11;786;24
2494;2495;Dessa;Chime;23 February 2018;Art Pop, Abstract Hip Hop;3.09;518;7
2495;2496;Curren$y;The Stoned Immaculate;5 June 2012;Southern Hip Hop;3.10;570;6
2496;2497;Damso;Batterie faible;2 September 2016;French Hip Hop, Trap, Hardcore Hip Hop;3.23;272;2
2497;2498;Yen5k;Pray 4 My Enemies;20 February 2020;Bop;3.26;245;1
2498;2499;Chief Keef;Bang 3;1 August 2015;Chicago Drill, Gangsta Rap;3.09;1,188;9
2499;2500;Curren$y;Weekend at Burnie's;28 June 2011;Southern Hip Hop;3.11;498;10
2500;2501;Curren$y & Harry Fraud;The Director's Cut;18 September 2020;Southern Hip Hop;3.25;241;1
2501;2502;O.C.;Starchild;2005;East Coast Hip Hop, Boom Bap;3.51;217;4
2502;2503;Juicy J;Stay Trippy;27 August 2013;Trap, Southern Hip Hop;3.09;1,083;20
2503;2504;Pouya;The South Got Something to Say;1 July 2019;Southern Hip Hop;3.08;636;3
2504;2505;Conway the Machine;Pain Provided Profit;10 February 2023;Gangsta Rap, East Coast Hip Hop, Boom Bap;3.12;483;5
2505;2506;Puzzle;X Hail;4 January 2019;Experimental Hip Hop, Hypnagogic Pop;3.09;497;3
2506;2507;Mike Ladd;Welcome to the Afterfuture;7 March 2000;Abstract Hip Hop, East Coast Hip Hop, Experimental Hip Hop;3.10;311;2
2507;2508;G Perico;All Blue;28 April 2017;West Coast Hip Hop, Gangsta Rap;3.14;263;3
2508;2509;Juelz Santana;From Me to U;19 August 2003;East Coast Hip Hop, Chipmunk Soul, Gangsta Rap;3.25;290;9
2509;2510;Jake One;White Van Music;7 October 2008;Hip Hop, Boom Bap;3.32;260;8
2510;2511;phreshboyswag;rock bottom;9 April 2023;UK Hip Hop, Experimental Hip Hop, Plugg;3.36;228;
2511;2512;Cee-Lo Green;Cee-Lo Green... Is the Soul Machine;2 March 2004;Southern Hip Hop;3.09;641;17
2512;2513;B L A C K I E;Gen;25 June 2012;Experimental Hip Hop, Singer-Songwriter, Experimental;3.21;271;7
2513;2514;Nine;Cloud 9;6 August 1996;East Coast Hip Hop, Boom Bap;3.58;185;7
2514;2515;Ghostface Killah;The Lost Tapes;5 October 2018;East Coast Hip Hop, Hardcore Hip Hop;3.11;498;7
2515;2516;Too $hort;Cocktails;24 January 1995;West Coast Hip Hop, Mobb Music;3.32;255;8
2516;2517;Blakroc;Blakroc;27 November 2009;Rap Rock, Hip Hop;3.09;755;19
2517;2518;Meat Computer;Social Distancing From Reality;1 July 2020;Digicore, Trap, Cloud Rap;3.08;580;3
2518;2519;Flanch;Flanch;9 February 2016;Glitch Hop, Deconstructed Club, Experimental Hip Hop;3.10;539;4
2519;2520;"Royce da 5'9""";Rock City;5 January 2002;Hardcore Hip Hop;3.12;398;14
2520;2521;Bitch Mob feat. Lil B;Bitch Mob tha Album;15 June 2023;Experimental Hip Hop, West Coast Hip Hop;3.08;325;4
2521;2522;DJ Qbert;Wave Twisters, Episode 7 Million: Sonic Wars Within the Protons;24 November 1998;Turntablism, Instrumental Hip Hop, West Coast Hip Hop;3.21;274;4
2522;2523;Chief Keef;Mansion Musick;13 July 2018;Gangsta Rap, Trap, Drill;3.09;1,134;5
2523;2524;Dr. Octagon;Moosebumps: An Exploration Into Modern Day Horripilation;6 April 2018;Abstract Hip Hop, East Coast Hip Hop;3.11;570;10
2524;2525;Kenny Segal;Indoors;11 June 2021;Instrumental Hip Hop, Jazz Rap;3.28;217;2
2525;2526;E-40;My Ghetto Report Card;14 March 2006;West Coast Hip Hop, Hyphy;3.09;371;10
2526;2527;Your Old Droog;YOD Presents: The Shining;16 December 2022;East Coast Hip Hop;3.12;293;2
2527;2528;Odd Nosdam;Level Live Wires;28 August 2007;Downtempo, Instrumental Hip Hop;3.34;234;5
2528;2529;$uicideboy$;Long Term Effects of SUFFERING;13 August 2021;Trap, Southern Hip Hop;3.07;1,556;8
2529;2530;Uffie;Sex Dreams and Denim Jeans;31 May 2010;Electropop, Pop Rap;3.04;951;16
2530;2531;UGK;UGK 4 Life;31 March 2009;Southern Hip Hop, Gangsta Rap, Dirty South;3.11;454;14
2531;2532;Bun B;Trill;13 September 2005;Southern Hip Hop, Gangsta Rap, Dirty South;3.11;455;8
2532;2533;Chris Crack;Might Delete Later;12 February 2021;Abstract Hip Hop;3.18;249;1
2533;2534;Gucci Mane;The Return of East Atlanta Santa;16 December 2016;Trap, Southern Hip Hop;3.09;911;3
2534;2535;Sugarhill Gang;8th Wonder;1981;Disco Rap, East Coast Hip Hop, Funk;3.21;258;7
2535;2536;K.I.Z;Hahnenkampf;24 August 2007;Hip Hop;3.59;216;
2536;2537;Daoko;Dimension;4 February 2015;Japanese Hip Hop, Abstract Hip Hop, Electropop;3.11;312;2
2537;2538;Chynna;Drug Opera;20 August 2021;Trap, East Coast Hip Hop;3.34;206;
2538;2539;Night Lovell;Red Teenage Melody;14 June 2016;Trap, Cloud Rap;3.09;806;2
2539;2540;Kazik;Spalam się;November 1991;Conscious Hip Hop, Hip Hop;3.24;264;5
2540;2541;R.B.L. Posse;A Lesson to Be Learned;16 September 1992;West Coast Hip Hop, Mobb Music, Gangsta Rap;3.43;190;9
2541;2542;Sticky M.A.;5ta dimensión;25 July 2019;Trap, Pop Rap;3.58;205;3
2542;2543;Hiperlaxo;S U R;30 April 2021;Experimental Hip Hop, Abstract Hip Hop;3.56;159;4
2543;2544;JJ DOOM;Key to the Kuffs;21 August 2012;Abstract Hip Hop, Experimental Hip Hop;3.08;2,378;27
2544;2545;Gucci Mane;Everybody Looking;22 July 2016;Trap, Southern Hip Hop, Gangsta Rap;3.08;1,773;11
2545;2546;LUCKI;s*x m*ney dr*gs;7 July 2023;Trap;3.04;1,530;9
2546;2547;Wiz Khalifa;Full Court Press;8 April 2022;Trap, Southern Hip Hop;3.09;575;5
2547;2548;Sweet Valley;Eternal Champ II;20 April 2018;Glitch Hop, Instrumental Hip Hop, Plunderphonics;3.34;209;6
2548;2549;Knxwledge;Klouds;6 April 2010;Instrumental Hip Hop, Wonky;3.11;323;2
2549;2550;Blackhandpath;Obfuscant;24 January 2015;Industrial Hip Hop, Experimental Hip Hop;3.26;243;4
2550;2551;Donnie Trumpet;Surf;29 May 2015;Neo-Soul, Pop Rap;3.07;2,256;23
2551;2552;The Game;Jesus Piece;11 December 2012;West Coast Hip Hop, Pop Rap, Gangsta Rap;3.09;830;15
2552;2553;Pretty Lights;Taking Up Your Precious Time;23 October 2006;Instrumental Hip Hop, Trip Hop, Downtempo;3.31;248;5
2553;2554;Kunteynir;Эдвард Руки Ножницы Бумага;24 June 2004;Abstract Hip Hop;3.37;220;
2554;2555; Lee Hyun Jun [이현준];LOST IN TRANSLATION;30 September 2022;Experimental Hip Hop, Industrial Hip Hop;3.51;198;4
2555;2556;Rogal DDL;Nielegal 215;2015;Hardcore Hip Hop;3.50;171;
2556;2557;The Game;The Documentary 2;9 October 2015;Gangsta Rap, West Coast Hip Hop;3.08;937;8
2557;2558;Da Brat;Funkdafied;28 June 1994;G-Funk, Gangsta Rap, Southern Hip Hop;3.15;278;7
2558;2559;David Shawty;Ooze;9 November 2019;Trap, Pop Rap, Digicore;3.13;285;
2559;2560;Michul Kuun;GREAT(then after awhile, it didn't mean anything to them);15 February 2019;Industrial Hip Hop, Post-Industrial;3.25;239;3
2560;2561;Saul Williams;MartyrLoserKing;29 January 2016;Industrial Hip Hop, Conscious Hip Hop;3.08;468;5
2561;2562;Apathy;Honkey Kong!;23 August 2011;East Coast Hip Hop, Hardcore Hip Hop;3.37;231;7
2562;2563;Material Girl;Izumi Hazuki End of Days;15 November 2023;Experimental Hip Hop, Experimental Rock;3.70;140;1
2563;2564;Lil Wayne;Tha Carter V;28 September 2018;Southern Hip Hop, Trap, Pop Rap;3.06;4,987;35
2564;2565;Armani Caesar;The Liz;18 September 2020;East Coast Hip Hop, Boom Bap, Hardcore Hip Hop;3.10;525;6
2565;2566;Father;Who's Gonna Get Fucked First?;17 March 2015;Trap, Southern Hip Hop;3.08;570;6
2566;2567;EXO;Exist;10 July 2023;K-Pop, Contemporary R&B, Pop Rap;3.12;289;2
2567;2568;Autistic Boys Money Clan;Cash Sphere Penitentiary;18 August 2018;Horrorcore, Southern Hip Hop;3.16;274;4
2568;2569;Sean Price;86 Witness;8 February 2019;Boom Bap, East Coast Hip Hop;3.20;255;5
