name;id
oscar peterson;7806
niels pedersen;13730
louie bellson;13732
dizzy gillespie;143
mickey roker;13768
sonny brown;13813
hilton ruiz;13815
archie shepp;12746
dave burrell;12749
charles greenlee;13780
beaver harris;13784
cameron brown;13787
takehiro honda;13343
count basie;4088
johnny griffin;13797
harold vick;13791
shirley scott;13793
eddie gladden;13801
charlie mingus;512
benny bailey;12649
gerry mulligan;12692
don pullen;13835
dannie richmond;13836
george adams;13838
john golding;33979
fred thaylor;13866
sidney mcguiness;13867
john miller;13868
leon rix;13869
cheryl barner;13870
laura branigan;13871
eric burdon;13899
kenny parry;13902
dave dover;13904
terry mccusker;13905
frankie miller;13877
ray minhinnitt;13891
chrissy stewart;13893
james hall;13896
graham deacon;13900
eric gale;13876
richard tee;13880
luther allison;13914
richard drake;13918
larry byrne;13921
james solberg;13923
jeff aldrich;13925
jay j. mattes;13926
sammy price;13903
eddie boyd;21498
unknown (drums, nina simone 1976);62404
unknown (percussions, nina simone 1976);62405
joe ligon;13939
johnny martin;13941
richard wallace;13943
elmeo franklin;13945
hampton carlton;13948
eddie elford;13950
tommy soul;13954
jimmy witherspoon;13917
alphonso johnson;13961
garnett brown;13944
robert powell;13949
nesbert hooper;13951
l. shankar;13930
vikku vinayakram;13933
john arthy;13986
john "pazz" parry;13988
john bright;13993
albert sadler;13996
stan ivison;13998
andrew pummel;14001
ken hughes;14003
clive payne;14004
tony cooke;14007
davis manning;14010
bob renvoize;14013
peter beresford;14015
buck clayton;13190
jim galloway;13971
paul rimstead;13972
danny mastri;13974
william hardman;33963
david schnitter;33964
albert dailey;33965
art blakey;15776
curt cress;13977
joe zawinul;2111
jaco pastorius;6395
manolo badrena;13999
jimmy lions;14005
ralph malik;14008
david s. ware;14012
mark edward;14014
yosuke yamashita;13989
akira sakata;13991
shota koyama;13995
joanne brackeen;14018
thad jones;6746
mel lewis;13524
jerry dodgion;13529
pepper adams;13533
cecil bridgewater;13538
billy campbell;14026
edward xiques;14030
gregg herbert;14032
janis robinson;14035
frank forster;14036
lynn nicholson;14039
wayman reed;14041
mike wolf;14042
al porcino;14044
cootie williams;14055
george wein;14057
illinois jacquet;14059
george duvivier;14061
vic dickenson;14063
dave williams;8772
kid thomas valentine;14037
joseph butler;14048
alonso stewart;14049
emanuel paul;14050
paul barnes;14052
emanuel sayles;14054
jimmy cobb;12627
sarah vaughan;14056
carl schroeder;14058
walter booker;14060
cheriyan clinton;14095
maria gross;14096
jay hamm;14097
clarence mccoy;14098
tom mills;14099
william pitts;14100
alisa ware;14101
marshell "shorty" patterson;14102
geralbeth hamm richardson;14103
loretta young;14104
david michael hamm;14105
francis decamps;14108
christian decamps;14109
daniel haas;14110
jean-pierre guichard;14122
jean-michel brezovar;14126
herbie mann;9389
michel santegeli;14115
jacky thomas;14116
basile leroux;14117
pierre chérèze;14119
jose roberto;14165
mamaō;14168
don cherry;6377
steve jordan;14138
jeff berlin;14139
cliff carter;14141
sammy figueroa;14143
raphael cruz;14145
sonny fortune;14147
mike englander;14155
alan kaplan;14169
theodore nash;14167
paula hochhalter;14166
james snograss;14163
david crigger;14162
ann krause;14161
richard bullock;14159
loretta badessa;14157
james ross;14156
don ellis;13362
richie ruth;14154
pamela tomkins;14153
john coan;14152
sitney muldrow;14151
glenn stuart;14149
gilman rathel;14148
james self;14146
james goile;14144
marc loaises;14142
lorell clayborn;14140
peter candiotto;13189
willy bischof;14127
christian geiser;14131
marc hellman;14132
lew soloff;6831
david "fathead" newman;13048
steve ferrone;14193
david lowrey;14206
jaroslav jakubovic;14196
dick morrissey;14178
hamish stuart;14192
molly duncan;14207
onnie mcintyre;14205
alan gorrie;14203
roger ball;14201
tom coppola;14175
luther vandross;14179
diane sumler;14186
alfa anderson;14187
krystal davis;14189
philip tabane;14180
gabriel thobehane;14182
bheki mseleku;14183
googie coppola;14176
john palmiera;14233
ali "dede" altuntas;14210
ercan özaksoy;14214
volker kriegel;12582
hans peter ströer;14208
evert frateman;14216
nippi noya;14217
thomas bettermann;14219
luther singers;14245
linda sharrock;14242
sonny sharrock;12714
mi;34015
jimmie smith;14264
eddie "lockjaw" davis;5781
ray brown;14259
al grey;14303
ketter betts;14263
bill hughes;14363
freddie green;15187
james daniel "danny" turner;14598
dennis wilson;14379
mel wanzo;14376
waymon reed;14371
robert plater;14368
bobby mitchell;14366
charles miles;14364
albert grey;14360
charlie fowlkes;14358
james forrest;14355
john duke;14352
eric dixon;14350
george cohn;14347
franklin biviano;14346
octavio bailly, jr.;14332
steve huffsteter;14334
bill reichenbach jr.;14337
claudio slon;14338
don grusin;14340
jimmy roberts;14343
david roitsein;14387
steve watson;14388
oscar salas;14389
al ashley;14391
don coffman;14392
cab calloway;9561
eddie barefield;14402
doc cheatham;14404
bud johnson;14408
carrie smith;14410
dic vance;14413
henry jones;14416
jimmy slide;14419
ed graham;14378
marva josie;14381
rudy rutherford;14383
jimmy leary;14386
joe williams;14342
arnett cobb;14345
alan dawson;14348
major holley;14351
ellis larkins;14354
billy mitchell;14357
chris colclesser;14436
brett stamps;14453
billy ross;14451
michael naylor;14450
brad mcdougall;14449
tom mahr;14447
gary lindsay;14446
alan lichliter;14444
jeff kievit;14443
michael horbal;14440
randy eckert;14438
donald coffman;14434
daniel bonsati;14431
peter ballin;14430
alvin ashley;14429
whit sidener;14424
carmen lundy;14415
ricky ford;14398
robert neloms;14399
dave brubeck;2865
chris brubeck;14403
daniel brubeck;14406
joe venuti;14384
leo kottke;14437
pfuri;14445
gorps;14460
kniri;14461
roland;14420
edoardo bennato;14475
roberto ciotti;14491
lloyd glenn;14272
willie smith;14492
calvin jones;14484
luther "houserocker" johnson;14483
jerry portnoy;14489
freebo;14495
martin grebb;14497
william d. mcfarlane;14498
dennis whitted;14500
robert margolin;14486
raymond gomez;14521
al harrison;14522
bob malach;14525
peter robinson;14527
james tinsley;14529
alfred williams;14530
benny golson;156
ralph macdonald;13077
bobby humphrey;13281
maynard ferguson;14510
janne schaffer;14512
thijs van leer;14511
bob millitello;14515
jukka tolonen;14524
christer eklund;14539
coste apetrea;14544
bill carson;14547
ilkka hanski;14553
guido manusardi;14523
francois cahen;14534
yvette cason;14545
gerald carboy;14548
terry silverlight;14552
frank wilkins;14554
nolan smith;14596
pete minger;14589
butch miles;14587
kenny hing;14581
sonny cohn;14576
bobby plater;14562
jan akkerman;14517
tom barlage;14543
jasper van't hof;14549
willem ennes;14560
bruno castellucci;14561
cees van der laarse;14563
nippy noya;14565
kurt hauenstein;14557
cynthia arrich;14586
patricia bey;14588
jurgen zoeller;14590
brad howell;14592
peter knoch;14595
thomas jauer;14597
rainer marz;14600
hans ochs;14603
christian kolonovitz;14605
cleveland walker;14608
hugh paul;14612
sister b;14613
howard "bongo" mcleod;14615
derek henderson;14617
owen wisdom;14619
stuart garden;14622
neil ferguson;14623
geoff innes;14626
miriam makeba;2744
stanley todd;14630
cash mccall;14637
frank todd;14638
tony cook;14640
gene dinwitty;14642
fred beckmeier;14645
bobby martin;14646
keith johnson;14647
dee dee bridgewater;13558
marshall otwell;14649
robert greenidge;14636
darryl charles;14658
holliw durity;14660
eddie rich;14662
vinx;14664
willie mabon;10475
odie payne;14655
hubert sumlin;14651
andrew "big voice" odom;14659
eddie clearwater;14674
james booker;14661
hank crawford;3908
kenny burrell;12622
philly joe jones;14768
esther phillips;14774
james levi;14777
chris hayes;14780
mark islam;14782
ray charles;1055
patrick philippe moraz;12770
ivinho;14772
pepeu gomes;11792
djalma correa;14808
rubens silva;14811
mauricio carvalho;14814
barry harris;12733
dolo coker;14796
sam jones;14798
frank butler;14799
sam noto;14802
sam most;14809
al cohn;14815
harald haerter;14832
peter kopf;14838
bruno brandenberger;14840
mary lou williams;14858
mark suskin;14848
gerry harris;14850
steve marcus;12721
buddy rich;14866
pascal schaer;14080
philippe massey;14846
didier hatt;14847
gabriel schaer;14854
nestor tomasini;14857
christian guggenbul;14859
philippe schwitzgebel;14860
sandro solari;14863
stu goldberg;14870
woody sonship theus;14871
tom stevens;14872
tom coster;1451
alvin batiste;14874
randy jackson;14877
ray mouton;14878
charles singleton;14879
arturo sandoval;5044
paquito d'rivera;14886
carlos averhoff;14904
jorge varuna;14907
carlos emilio morales;14908
carlos del puerto;14910
armando cuervo;14912
oscar valdes;14913
enrique pla;14916
jorge "el niño" alfonson;14919
mike richmond;13337
andy laverne;14882
laurence killian;14895
freddie hubbard;155
larry klein;437
carl burnett;14896
hadley calliman;14897
warren bernhardt;14890
pharoah sanders;1368
norman connors;13289
bobby lyle;14914
willy mccoy;14915
jacques burwick;14918
percy jones;14920
duke jones;14921
gregg hill;14924
patro bass;14926
lawrence killian;14927
henry threadgill;14922
fred hopkins;14936
steve mccall;14939
chuck leavell;14929
jimmy nalls;14944
david causey;14951
george weaver;14952
lamar williams;14953
joe english;14954
jon christensen;12408
palle mikkelborg;12540
bo stief;12543
kenneth knudsne;14947
jesper nehammer;14949
allen sloan;14958
andy west;14959
rod morgenstein;14960
mark parrish;14961
dennis brown;2854
lloyd parks;14996
frankie waul;14997
winston bowell;15000
lloyd kerr;15002
devon richards;15003
ruddy thomas;15005
ronald robinson;15009
junior chin;15011
david hinds;14962
selwyn "bumbo" brown;14967
basil gabbidom;14978
fonso martin;14980
ronnie mcqueen;14982
steve nesbitt;14983
peter tosh;8900
mikey "mao" chung;14986
robert lyn;14988
keith sterling;14990
darrell thompson;14992
thomas davis;15058
randy vincent;15060
joe sunseri;15062
cal freeman;15064
yvonne brown;15065
jana jae;15024
rodney lay;15028
mary stallard hobbs;15032
marjorie gale elzey;15035
vernon sandusky;15038
troy klontz;15040
john paul french;15043
terrell lynn glaze;15045
david powellson;15014
barbara mandrell;15031
gary smith;15034
lonnie webb;15036
dennis mccall;15039
randy wright;15042
mike jones;15046
skip mitchell;15033
mark ellerbee;15037
don breland;15041
duane allen;15047
bill golden;15048
richard sterban;15049
joe bonsall;15051
buck trent;14993
roy clark;15044
jimmy henley;15068
james henley;15070
doc watson;15004
merle watson;15008
michael coleman;15010
a. c. reed;15066
larry burton;15067
aron burton;15069
casey jones;15071
lonnie brooks;15085
albert collins;15072
russell jackson;15115
leonard gill;15113
phil blackman;15109
eddie synigal;15105
hilton josephs;15104
steve sherard;15101
lonny lalanne;15100
willie cook;15097
calvin owens;15096
jimmy santos;15082
hidehiko matsumoto;15162
masaru imada;15164
tetsuza furutani;15165
mari nakamoto;15166
tsuyoshi yamamoto;15150
kunimitsu inaba;15156
tetsujiro obara;15157
dennis rowland;15207
booty wood;15198
mel wanyo;15196
bill hugues;15194
paul cohen;15193
phineas newborn;15184
hank jones;15181
hans kennel;12591
paul haag;13196
alex bally;15192
heiner althaus;15200
armin keil;15202
walter schmocker;15205
christian beck;15208
longineu warren parson ii;15260
francois massy;15261
jan gordon-lennox;15263
daniel genton;15266
stefan buergi;15262
christian buergi;15265
peter krattiger;15267
dieter luescher;15269
wolfgang hafner;15272
josef kissling;15273
erich riesen;15275
martial solal;15248
gábor szabó;12750
joe beck;15204
art maiste;12853
don thompson;15293
alan penfold;15297
terry clarke;15298
p.j. perry;15307
butch watenabe;15310
salome bey;15299
denzil a. miller jr.;15319
ed bickert;15295
oliver gannon;14734
fraser macpherson;15279
wyatt rugher;15283
willie bobo;15316
abel zarate;15323
james coile;15327
welton gite;15329
steve gutierrez;15331
anthony horowitz;15333
davis kempton;15334
erroll knowles;15335
clay lawrey;15337
victor pantoja;15339
don savoie;15304
mark tomorsky;15306
john lawrence;15309
charles perraut;15313
johnny morgan;15314
tommy johnsmiller;15317
champion jack dupree;12659
gerry mcavoy;14470
ted mckenna;15338
john lee;15406
jerry brown;15415
nicolas fiszman;15416
steve forman;15381
grover washington;15404
al "buster" anderson;15407
james batton;15409
george howard;15410
robert lee strother, jr.;15411
raymond walsh;15412
ismael lee wilburn;15413
pops popwell;15431
john ferraro;15433
david benoit;15436
tom kellock;15435
ove johannson;15425
anders jormin;15429
susanna lindeborg;15434
david sundby;15438
fred ford;59417
"sir" charles thompson;12448
orestes vilato;15500
richard baker;15498
graham lear;15495
david margen;15453
alex ligertwood;15493
didi gomes;15464
jorginho pessanha;15467
baixinho;15470
oswaldinho do acordeon;15471
luciano alves;17745
perna fores;15479
moacyr albuquerque;15481
perinho santana;15482
charles chalegre;15483
sérgio boré;15485
zizinho;15486
juarez araujo;15487
tangerina;59254
lincoln olivetti;15497
jamil joanes;15499
ivan "mamão" conti;15502
balao;15503
neneu;15504
joãozinho da percussão;15506
domingas;15508
sharon russell;15513
papa kouyate;15514
kemo kouyate;15515
titus williams;15517
lou laguerre;15519
mountu mvuyana;15523
bongi makeba (special guest);15525
philipp ramacon;15518
cecil haynes;15520
trevor brown;15522
llewellyn williams;15524
sydney wolfe;15526
anthony kwaku baah;15528
aura lewis;15531
mulgrew miller;15540
betty carter;15542
greg bandy;15551
david allen eubanks;15552
marvin gaye;2426
reggie bullen;15558
rick gardner;15559
kush griffitt;15561
david li;15563
gordon banks;15565
howard westbrook;15567
frank blair;15569
william "snoopy" bryant ii;15570
sandra akaka;15571
checo tohomaso;15573
bugsy wilcox;15574
lecester kentle;15575
frankie j. bates;15576
robert w. stevenson;15578
charles johnson;15548
steve bach;15549
barry finnerty;13336
mark gray;15564
neil jason;15566
richie morales;15568
björn j son lindh;15553
stefan nilsson;15554
christian veltman;15555
per lindvall;15556
little willie littlefield;15584
peter van hooke;15588
daoud shaar;15590
jeff labes;15595
mark isham;15599
kevin mulligan;15589
hendrick schaper;15592
dieter petereit;15594
arthur mclin;15607
raymond harris;15608
robert garner;15609
joseph carrier;15612
kevin carlsen;15600
dom torche;15624
hubert heritier;15626
steve rappo;15629
stewart blandamer;15647
garth watt-roy;15662
paul young;15665
ian kewley;15666
mick pearl;15668
steve farr;15673
tony hughes;15675
barry watts;15677
joe camilleri;15586
jeff burstin;15618
tony faehse;15621
wilbur wilde;15623
gary young;15625
john power;15627
terry hall;15649
neville staple;15650
dick cuthell;15653
rico rodriguez;15654
jerry dammers;15656
roddy byers;15658
lynval golding;15660
john "brad" bradbury;15663
james eller;15632
clive langer;15671
ben barson;15676
martin hughes;15679
nick lowe;7461
dave edmunds;15651
billy bremner;15687
terry williams;15694
bruce thomas;15715
steve naive;15722
steve hackett;15696
john hackett;15716
john shearer;15717
nick magnus;15721
dik cadbury;15723
pete hicks;15725
steve allen;15682
ian broudie;15704
jonathan perkins;15705
phil spalding;15706
pete kircher;15708
guus boers;15680
koos cornelissen;15709
bart brouwer;15712
walter langdon;15714
broer bogaart;15718
gloria niemann;15752
jurg ammann;15754
michel poffet;15756
david elias;15758
douglas purviance;15785
stephanie fauber;15807
john lockwood;15806
jim mcneely;15802
richard perry;15799
gary pribek;15795
steve coleman;15791
dick oatts;15789
lee robertson;15787
john mosca;15783
joe mosello;15780
simo salminen;15777
earl gardner;15775
albert mangelsdorff;15748
ronald shannon jackson;15757
jan hammer;506
marc perru;15750
gerry brown;15769
sen amano;15818
toshiko nakakuni;15820
haruhiko shimizu;15823
yuzi yamamura;15824
kazuhito yokouchi;15826
yoshiharu otani;15828
teruo nakata;15829
zyuzo yamate;15830
kiyoshi shimogami;15833
shigekazu nakanishi;15835
yasushi masuda;15836
yoshiharu shirakawa;15837
chico hamilton;13332
kathy adair;15794
paul ramsey;15798
michael santiago;15803
george king jr;15805
george coleman;15779
harold mabern;15784
billy higgins;15786
sal nistico;15793
danny moore;15797
mario rivera;15801
frank strozier;15804
bobby watson;5602
branford marsalis;5604
bill pierce;15813
valery ponomarev;15817
charles fambrough;15819
robin eubanks;15822
john ramsey;15827
amano kai;15781
sid clark;15809
ara dinkjian;15811
brian mclaughlin;15812
david dyson;15814
tito puente;564
carlos "patato" valdés;15840
michael vinas;15843
jorge dalto;15845
carlos ward;15849
craig harris;15850
alonzo gardner;15852
andre strobart;15854
jimmy knepper;15255
joe farrell;15838
mongo santamaría;7915
naoya matsuoka;15846
yuichi togashiki;15861
getao takahashi;15864
akira wada;15866
kenji nakazawa;15868
kazumi takeda;15869
tadonori konakawa;15872
yasuaki shimizu;15873
hidefumi toki;15875
tatsuji yokoyama;15878
martin willweber;15880
pecker;15882
edward martinez;15871
bill washer;15874
lincoln goines;15876
skip howlett;15879
henri chaix;12832
michel pilet;12841
peter schmidli;15893
alain dubois;15896
wallace davenport;15895
orange kellin;15920
lucien barbarin;15922
edward frank;15924
lloyd lambert;15927
june gardner;15929
angel;15931
carlton mcwilliams;15890
lee allen;15892
david douglas;15894
fats domino;5987
thomas johnson;15956
smokey johnson;15958
roger lewis;15960
fred kemp;15962
walter kimble;15963
teddy royal;15965
herbert hardesty;15967
ray barretto;7256
oscar hernández;15908
raymond hernandez;15910
edwin marrero;15912
angel fernandez;15914
felix vega;15915
charles hernandez;15917
joe de jesus;15918
edward resto;15921
luis gonzales;15923
ralph irizarry;15926
toots hibbert;8469
ralphus gordon;15928
nathaniel nathias;15930
harold butler;15934
winston wright;15936
linford brown;15938
carl havey;15941
clifton jackson;15943
earl douglas;15946
toquinho;15933
roberto sion;15994
azeitona;15996
mutinho;15999
papete;16001
moraes moreira;3962
tony costa;15983
serginho;16019
leo gandelman;16022
paulo sauer;16025
guilherme maia;16029
nacho mena;16032
mike oldfield;16009
maggie riley;16021
tim cross;16024
rick fenn;16027
mike frye;16030
morris pert;16033
dave kelly;4473
christopher paul jones;11603
gary fletcher;16020
tom mcguiness;16039
hughie flint;16040
herwig mitteregger;15973
reinhold heil;15979
bernhard potschka;15982
alf klimek;16026
billy gwartney;16058
josee van iersel;16062
manfred praeker;16068
james brown;1344
st-clair pinckney;16081
ann beedling;16114
martha mccrady;16116
kathy jordan;16118
hollie farris;16119
jaasan sanford;16122
joe collier;16124
jerry poindexter;16127
ron laster;16129
jimmy nolen;16131
david weston;16133
fred thomas;16134
arthur dickson;16137
tyrone jones;16087
teo kanda freeman;33926
magic slim;16092
lefty dizz;16098
alabama junior;16099
nick holt;16100
nathan applewhite;16102
marvin jackson;16111
johnny gayden;16113
maggie bell;12739
tony stevens;16065
dave dowle;16071
chris parren;16086
ant glynne;16088
midnight flyer;16112
charles barnett;13428
dana goodman;16158
pops staples;16130
cleotha staples;16152
michael logan;16153
thurman morgan;16157
willie simmons;16159
larry kimpel;16161
paul beasley;16146
dwight gordon;16175
cameron mcvey;16196
andy harley;16200
bobby henry;16203
steve street;16206
brian wren;16207
wilko johnson;16183
johnny turnbull;16184
nick simonon;16188
steve goulding;16189
brian setzer;16181
lee rocker;16176
slim jim phantom;16185
larry nozero;16218
john katalenic;16222
ned mann;16223
jonathan peretz;16225
marco zappa;16178
silvano calignano;16191
giancarlo piemontesi;16193
giogio cereghetti;16195
rangit shorter;16199
antonio cassina;16202
oliviero giovanni;16205
pedro haldemann;16197
bobby reveron;16201
jon otis;16204
doug martin;16208
gerald suter;16233
chris panayi;16234
andy tolbert;16235
eric brooke;16217
bunk green;16246
rolando ceragioli;16241
max hediger;16240
thomas moeckel;16237
tony d'adario;16236
michel surget;16232
hans peters;16229
sergio valenti;16227
giancarlo romani;16226
emilio soana;16221
eddie caruso;16219
raoul schmassman;16215
raymond droz;13473
roby seidel;13186
francy boland;12802
luc hoffmann;12648
stuff combe;12647
bruno spoerri;12590
jean-pierre beltrami;12459
paul asbell;16250
chas eller;16262
tony markellis;16263
bill kinzle;16265
harry pepl;16239
werner pirchener;16249
philippe cauvin;16273
raphael fays;16258
louis fays;16260
charlie mariano;15350
james "blood" ulmer;16210
amin ali;16244
grant calvin weston;16245
art rodriguez;16299
ricky lawson;16295
russell ferrante;16286
jimmy haslip;16298
darek jackson;16317
ralph humphrey;16319
malando gassama;16321
joe henderson;6019
ed cherry;16336
mike howell;16338
georges hughes;16339
jimmy rowles;14737
peter betts;16371
arthur blythe;16342
bob steward;16356
kelvyn bell;16357
abdul wadud;16359
bobby battle;16362
dennis moorman;16348
jimmy heath;7938
percy heath;16367
tony purrone;16380
akira tana;16384
eddie chamblee;16390
norman simmons;16392
billy butler;16393
buster brown;16395
dorothy donegan;16389
gerry wiggins;16398
othello molineaux;16400
jojo mayer;16401
maurice einhorn;16402
steve miller;5285
norton buffalo;16424
kenny lee lewis;16425
gerald johnson;16426
john hazlett;16427
byron allred;16428
gary mallaber;16429
lani weymouth;16405
laura weymouth;16406
steve scales;16408
alex weir;16409
tina weymouth;16410
chris frantz;16411
david byrne;3065
jerry harrison;16415
dolette mcdonald;16417
raymond jones;16418
wagner tiso;13556
helio delmiro;15400
nivaldo ornelas;15403
paulinho carvalho;16450
robertinho silva;16451
frank colon;16452
okay temiz;16464
lennart aberg;16466
lelle kullgren;16467
bronislav suchanek;16468
harald svensson;16469
jorjao barreto;16473
gerson borges;16474
rubao sabino;16475
wilson meirelles;16476
givaldo repolho;16477
orville hammond;16480
radcliffe "dougie" bryan;16481
betram mclean;16482
uziah thompson;16484
stix hooper;13942
eddie m. watkins;16518
rena scott;16519
kyōji yamamoto;16541
mitsuhiro saito;16551
kenji sano;16556
toshihiro niimi;16557
pete haycock;16527
colin cooper;16534
derek holt;16535
john cuffley;16538
ernst ulrich deuker;16511
eff jott;16512
annette humpe;16513
hans behrendt;16526
willy deville;16522
louis cortelezzi;16542
kenny margolis;16544
paul james;16546
joey vasta;16547
tommy price;16548
stephen dees;16559
pete hewlett;16562
carlos rios;16564
kurt maloo;16549
hazel pazzi;16553
felix mint;16554
helmut federle;16555
tony garnier;11241
john lurie;16560
evan lurie;16563
peter zummo;16566
douglas bowme;16571
robert morgenthaler;16570
max neissendorfer;16577
jim kelly;16580
tony buchanan;16587
michael j. kenny;16588
greg lyon;16591
mark riley;16592
ian bloxsom;16594
richard elliot;16579
stuart elster;16618
reggie mcbride;16619
arthur eli rodriguez;16621
john hammond;16638
koko taylor;16603
emmett "maestro" sanders;16612
steve freund;16614
bay williams;16615
willie hayes;16616
liz mccomb;16605
stevie ray vaughan;16584
tommy shannon;16595
chris layton;16596
luther "guitar junior" johnson;16624
steve coveney;16626
kenny krumbholz;16627
leroy "lefty" pina;16628
russ kunkel;16661
craig doerge;16669
richard vito;16671
danny kortchmar;16673
doug haywood;16679
george overholser;59190
rex dean;59191
marc clinton;59192
thomas walsh;59193
gordon bloom;59194
frank chaiken;59195
thomas uskali;59196
stephen latham;59197
william j. thomson jr;59198
bill adams;59199
james bundy;59200
allen vizzutti;16689
lou donaldson;1033
mose allison;9520
anita o'day;16709
ted lo;16710
john poole;16712
kenny kirkland;148
phil bowler;16702
bill smith;16742
randy jones;16744
carmen mcrae;16757
john leftwich;16762
sippie wallace;14490
slim gaillard;16498
herman jackson;16780
winston grennan;16732
miles jaye;16734
jeff medina;16770
neddy smith;16771
freddie waits;16774
nasser nasser;16776
tim landers;16748
sebastien santamaria;16795
artie matthews;16783
fred williams;16784
phillip wilson;16788
martha bass;16804
david peaston;16805
richard purcell-brown;16807
von freeman;16786
clive grainier;16791
don grolnick;6695
eddie gomez;12550
peter erskine;15322
alain du bois;12845
rene hagmann;16823
danny spencer;16283
marcus belgrave;16816
donald walden;16822
vincent york;16834
bob hurst;16836
jimmy giuffre;7905
mark rossi;16828
bob nieske;16831
randy kay;16832
michel petrucciani;16808
palle danielsson;16810
connie kay;16815
massimo volpe;16826
gennaro petrone;16829
franco sansone;16839
salvatore esposito;16841
massimo cecchetti;16843
roberto ciscognetti;16844
tullio de piscopo;16825
linda wesley;16853
flavio boltro;16855
joe amoruzo;16856
gennaro venditto;16857
rino zurzolo;16859
rony cercola;16861
bob berg;16862
tony esposito;16849
elga paoli;16852
elia rosa;16854
sergio quarta;16858
pino daniele;16873
joe amoruso;16879
karl potter;16881
zé luiz oliveira;16883
tomás improta;16885
arnaldo brandão;16887
vinícius cantuária;16888
bolao;16890
ray don;12287
piska;16893
nonô camargo;16896
françois de lima;16897
lino marques;16898
otávio bangla;16899
magrão;16900
jacare;16902
paulinho esteves;16903
pedrao;16906
sergio della monica;16909
don chacal;16911
freddie "junior" waite;16875
denis seaton;16905
michael grant;16908
kelvin grant;16910
patrick waite;16912
dillinger;16886
eyes;16913
gus;16914
jason newsted;16915
michael babalola;16973
adisa adeyemi;16972
fatoke abiodun;16970
rasaki aladokun;16968
alhaji olaitan;16966
ademola adepoju;16964
shina abiodun;16962
ganiyu alashe;16960
akanbi moses;16957
king sunny adé;16892
john akpan;16953
bob ohiri;16952
segun ilori;16949
jelili lawal;16946
tunde demiola;16943
femi owomoyela;16940
niyi falaye;16938
jacob ajakaye;16936
matthew olojede;16934
lou stonebridge;16933
john "irish" earle;16942
mick rogers;16948
jimmy moliere;16998
frank egli;16954
florian egli;16959
herbert brun;16975
markus fritzsche;16976
mark helias;16955
jim payne;16961
ray anderson;16965
daniel wilensky;16990
allan jaffe;16992
michael beinhorn;12160
grand mixer dxt;16997
henry kaiser;17000
j.t. lewis;17002
keith haring;58281
mark king;16981
mike lindup;16994
boon gould;17013
phil gould;17015
arthur "butch" dixon;17034
john watkins;17036
freddie dixon;17038
clifton james;17040
michel carras;17055
mike morrison;17057
jay mattes;17059
john lee hooker;880
melvin jones;17029
mike osborn;17030
steve ehrmann;17032
timothy richard;17033
rosay;17037
johnny copeland;11602
ben bierman;17086
bert mcgowan;17087
ken vangel;17088
brian miller;17091
james "the worm" wormworth;17093
james cotton;17049
douglas fagan;17070
herman applewhite;17077
merle perkins;17078
tom lavin;17028
mark hasselbach;17047
bill runge;17048
david "dave" woodward;17050
willie maccalder;17054
don cummings;17056
duris maxwell;17058
walter henderson;13342
phil guy;17045
antonio burgos;17065
george blaze;17066
ike anderson;17068
ray "killer" allison;17069
reverend robert mayes;17082
charles pike;17092
george greene;17094
jojo wallace;17112
horace thompson;17115
delois barrett campbell;17117
billie greenbey;17119
rodessa porter;17120
joseph wallace;33908
gregg lee;17124
iroshi fukumura;17129
koshsuke mine;17131
motonobu ohde;17135
louis andrade;17137
lonnie liston smith;17109
premek tubbs;17132
jeff pope;17133
billy colburn;17136
sandra mathews;17144
jeffrie johnson;17145
steve thornton;17146
david metcen;17147
dwayne perdue;17149
léon francioli;12964
daniel bourquin;17140
essiet okon essiet;17157
don mumford;17158
johnny classen;17160
famoudou don moye;17154
thomas diethelm;17164
kenny cox;14906
charles moore;17165
leon henderson;17172
henry scott;17167
zane massey;17168
bruce johnson;17171
melvin gibbs;17173
charles burnham;17161
warrne benbow;17162
pierre cavalli;17202
larry bartels;17204
martin hug;17208
bill byrne;17207
mark lewis;17210
paul mazzio;17212
scott wagstaff;17214
john fedchock;17216
randy hawes;17218
gene smith;17220
mike brignola;17221
jim carroll;17224
frank tiberi;17225
mark vinci;17227
john adams;17228
hiromichi tsugaki;17179
hirokuni korekata;17182
makio tada;17186
willie nagasaki;17188
michiaki tanaka;17190
jesper thilo;12800
allan botschinsky;17176
vagn elsberg;17177
erling kroner;17180
richard boone;17181
bent jaedig;17185
per goldschmidt;17187
sahib shihab;17191
kenny drew;17193
mads vinding;17195
aage tanggaard;17197
ian whitcomb;17206
dick zimmerman;17257
buster williams;17211
charlie rouse;17222
ben riley;17230
jean toussaint;17254
johnny o'neal;17256
terence blanchard;61392
lew tabackin;17250
beat affolter;17262
beat wenger;17268
markus plattner;17276
stephan kurmann;17278
guido parini;17280
ricardo garzoni;17281
malcolm griffiths;12536
ray russell;17255
mo foster;17259
henry lowther;17267
ronnie asprey;17271
phil upchurch;1527
tommy campbell;18746
vin gordon;6567
brinsley forde;17300
eddie "tan tan" thornton;17303
michael "bammi" rose;17308
clifton "bigga" morrison;17310
martin "tatta" augustine;17311
jimmy haynes;17314
tony gad;17316
drummie zeb;17318
jean-louis aubert;17313
louis bertignac;17315
corine marienneau;17317
richard kolinka;17319
johnny winter;17289
jon paris;17290
tom compton;17291
isaac tagoe;17292
annemarie daniel;17322
kathleen daniel;17323
mona daniel;17325
